,Team,Opponent,Year,Goals,OppGoals,Rating,OppRating,HF,HomeAway
273,Chelsea,Arsenal,2009,3,0,2007.9047400947836,1933.9702093277936,57.427762332357965,-1
274,Everton,Liverpool,2009,0,2,1812.325967656445,1930.5577006272356,57.427762332357965,1
275,Liverpool,Everton,2009,2,0,1930.5577006272356,1812.325967656445,57.427762332357965,-1
276,Wolverhampton Wanderers,Birmingham City,2009,0,1,1680.3621289981968,1700.3778676267002,57.427762332357965,1
277,Birmingham City,Wolverhampton Wanderers,2009,1,0,1700.3778676267002,1680.3621289981968,57.427762332357965,-1
278,Portsmouth,Burnley,2009,2,0,1684.4888649414604,1654.6418460263108,56.61518135659065,1
279,Burnley,Portsmouth,2009,0,2,1654.6418460263108,1684.4888649414604,56.61518135659065,-1
280,Aston Villa,Hull City,2009,3,0,1817.3546175765266,1640.8277276963945,56.61518135659065,1
281,Hull City,Aston Villa,2009,0,3,1640.8277276963945,1817.3546175765266,56.61518135659065,-1
282,Manchester City,Chelsea,2009,2,1,1775.6396563577612,2014.4758392917956,56.61518135659065,1
283,Chelsea,Manchester City,2009,1,2,2014.4758392917956,1775.6396563577612,56.61518135659065,-1
284,Wigan Athletic,Birmingham City,2009,2,3,1714.986924283488,1708.0164627448708,56.61518135659065,1
285,Birmingham City,Wigan Athletic,2009,3,2,1708.0164627448708,1714.986924283488,56.61518135659065,-1
286,Wolverhampton Wanderers,Bolton Wanderers,2009,2,1,1672.7235338800263,1704.6664046964238,56.61518135659065,1
287,Bolton Wanderers,Wolverhampton Wanderers,2009,1,2,1704.6664046964238,1672.7235338800263,56.61518135659065,-1
288,Blackburn Rovers,Liverpool,2009,0,0,1748.1968624870206,1936.2611741226692,56.61518135659065,1
289,Liverpool,Blackburn Rovers,2009,0,0,1936.2611741226692,1748.1968624870206,56.61518135659065,-1
290,West Ham United,Manchester United,2009,0,4,1738.321629391082,2009.39788235235,56.61518135659065,1
291,Manchester United,West Ham United,2009,4,0,2009.39788235235,1738.321629391082,56.61518135659065,-1
292,Arsenal,Stoke City,2009,2,0,1927.3991101307815,1721.4827603679537,56.61518135659065,1
293,Stoke City,Arsenal,2009,0,2,1721.4827603679537,1927.3991101307815,56.61518135659065,-1
294,Fulham,Sunderland,2009,1,0,1757.8452640893047,1694.8594563217227,56.61518135659065,1
295,Sunderland,Fulham,2009,0,1,1694.8594563217227,1757.8452640893047,56.61518135659065,-1
296,Everton,Tottenham Hotspur,2009,2,2,1806.6224941610114,1809.4697706036727,56.61518135659065,1
297,Tottenham Hotspur,Everton,2009,2,2,1809.4697706036727,1806.6224941610114,56.61518135659065,-1
298,Sunderland,Portsmouth,2009,1,1,1690.246059404376,1689.7052811878448,56.31612045081944,1
299,Portsmouth,Sunderland,2009,1,1,1689.7052811878448,1690.246059404376,56.31612045081944,-1
300,Birmingham City,West Ham United,2009,1,0,1716.1637039619307,1735.2118984244748,56.31612045081944,1
301,West Ham United,Birmingham City,2009,0,1,1735.2118984244748,1716.1637039619307,56.31612045081944,-1
302,Manchester United,Aston Villa,2009,0,1,2012.5076133189573,1820.2129764275649,56.31612045081944,1
303,Aston Villa,Manchester United,2009,1,0,1820.2129764275649,2012.5076133189573,56.31612045081944,-1
304,Chelsea,Everton,2009,3,3,2004.257995253228,1805.5633319997814,56.31612045081944,1
305,Everton,Chelsea,2009,3,3,1805.5633319997814,2004.257995253228,56.31612045081944,-1
306,Stoke City,Wigan Athletic,2009,2,2,1718.988869847016,1706.839683066428,56.31612045081944,1
307,Wigan Athletic,Stoke City,2009,2,2,1706.839683066428,1718.988869847016,56.31612045081944,-1
308,Burnley,Fulham,2009,1,1,1649.4254297799264,1762.4586610066515,56.31612045081944,1
309,Fulham,Burnley,2009,1,1,1762.4586610066515,1649.4254297799264,56.31612045081944,-1
310,Tottenham Hotspur,Wolverhampton Wanderers,2009,0,1,1810.5289327649027,1679.1330752217275,56.31612045081944,1
311,Wolverhampton Wanderers,Tottenham Hotspur,2009,1,0,1679.1330752217275,1810.5289327649027,56.31612045081944,-1
312,Hull City,Blackburn Rovers,2009,0,0,1637.9693688453563,1750.6890939580185,56.31612045081944,1
313,Blackburn Rovers,Hull City,2009,0,0,1750.6890939580185,1637.9693688453563,56.31612045081944,-1
314,Bolton Wanderers,Manchester City,2009,3,3,1698.2568633547226,1785.8575003963288,56.31612045081944,1
315,Manchester City,Bolton Wanderers,2009,3,3,1785.8575003963288,1698.2568633547226,56.31612045081944,-1
316,Liverpool,Arsenal,2009,1,2,1933.7689426516713,1929.8930006517191,56.31612045081944,1
317,Arsenal,Liverpool,2009,2,1,1929.8930006517191,1933.7689426516713,56.31612045081944,-1
318,Sunderland,Aston Villa,2009,0,2,1689.1270918400355,1831.3483715471486,56.31612045081944,1
319,Aston Villa,Sunderland,2009,2,0,1831.3483715471486,1689.1270918400355,56.31612045081944,-1
320,Manchester United,Wolverhampton Wanderers,2009,3,0,2001.3722181993735,1689.434067684542,56.31612045081944,1
321,Wolverhampton Wanderers,Manchester United,2009,0,3,1689.434067684542,2001.3722181993735,56.31612045081944,-1
322,Bolton Wanderers,West Ham United,2009,3,1,1698.8763687206695,1729.0504497098214,56.31612045081944,1
323,West Ham United,Bolton Wanderers,2009,1,3,1729.0504497098214,1698.8763687206695,56.31612045081944,-1
324,Birmingham City,Blackburn Rovers,2009,2,1,1722.3251526765841,1749.5788919552372,56.31612045081944,1
325,Blackburn Rovers,Birmingham City,2009,1,2,1749.5788919552372,1722.3251526765841,56.31612045081944,-1
326,Chelsea,Portsmouth,2009,2,1,1999.9429557301517,1690.8242487521852,56.31612045081944,1
327,Portsmouth,Chelsea,2009,1,2,1690.8242487521852,1999.9429557301517,56.31612045081944,-1
328,Burnley,Arsenal,2009,1,1,1650.5416945936672,1937.9749537620505,56.31612045081944,1
329,Arsenal,Burnley,2009,1,1,1937.9749537620505,1650.5416945936672,56.31612045081944,-1
330,Tottenham Hotspur,Manchester City,2009,3,0,1800.2279403020882,1785.2379950303819,56.31612045081944,1
331,Manchester City,Tottenham Hotspur,2009,0,3,1785.2379950303819,1800.2279403020882,56.31612045081944,-1
332,Liverpool,Wigan Athletic,2009,2,1,1925.68698954134,1708.181788258225,56.31612045081944,1
333,Wigan Athletic,Liverpool,2009,1,2,1708.181788258225,1925.68698954134,56.31612045081944,-1
334,Portsmouth,Liverpool,2009,2,0,1689.3238532744303,1928.0508434496885,56.865742949852454,1
335,Liverpool,Portsmouth,2009,0,2,1928.0508434496885,1689.3238532744303,56.865742949852454,-1
336,Blackburn Rovers,Tottenham Hotspur,2009,0,2,1743.255998602942,1805.7302596029874,56.865742949852454,1
337,Tottenham Hotspur,Blackburn Rovers,2009,2,0,1805.7302596029874,1743.255998602942,56.865742949852454,-1
338,Fulham,Manchester United,2009,3,0,1761.3423961929107,2002.8510477732068,56.865742949852454,1
339,Manchester United,Fulham,2009,0,3,2002.8510477732068,1761.3423961929107,56.865742949852454,-1
340,Manchester City,Sunderland,2009,4,3,1779.7356757294826,1683.900268706291,56.865742949852454,1
341,Sunderland,Manchester City,2009,3,4,1683.900268706291,1779.7356757294826,56.865742949852454,-1
342,Arsenal,Hull City,2009,3,0,1933.961210843371,1639.0795708481376,56.865742949852454,1
343,Hull City,Arsenal,2009,0,3,1639.0795708481376,1933.961210843371,56.865742949852454,-1
344,Aston Villa,Stoke City,2009,1,0,1836.5751946808932,1717.6467646552192,56.865742949852454,1
345,Stoke City,Aston Villa,2009,0,1,1717.6467646552192,1836.5751946808932,56.865742949852454,-1
346,Everton,Birmingham City,2009,1,1,1809.8783715228578,1728.6480460288792,56.865742949852454,1
347,Birmingham City,Everton,2009,1,1,1728.6480460288792,1809.8783715228578,56.865742949852454,-1
348,Wolverhampton Wanderers,Burnley,2009,2,0,1687.9552381107087,1654.5554375123468,56.865742949852454,1
349,Burnley,Wolverhampton Wanderers,2009,0,2,1654.5554375123468,1687.9552381107087,56.865742949852454,-1
350,West Ham United,Chelsea,2009,1,1,1722.66993544887,2001.4433512079065,56.865742949852454,1
351,Chelsea,West Ham United,2009,1,1,2001.4433512079065,1722.66993544887,56.865742949852454,-1
352,Wigan Athletic,Blackburn Rovers,2009,1,1,1705.8179343498764,1736.4687427557158,57.77286260316391,1
353,Blackburn Rovers,Wigan Athletic,2009,1,1,1736.4687427557158,1705.8179343498764,57.77286260316391,-1
354,Burnley,Bolton Wanderers,2009,1,1,1649.409857377782,1705.2568829816207,57.77286260316391,1
355,Bolton Wanderers,Burnley,2009,1,1,1705.2568829816207,1649.409857377782,57.77286260316391,-1
356,Sunderland,Everton,2009,1,1,1679.8524248665758,1807.272186480577,57.77286260316391,1
357,Everton,Sunderland,2009,1,1,1807.272186480577,1679.8524248665758,57.77286260316391,-1
358,Fulham,Tottenham Hotspur,2009,0,0,1771.5970723391474,1812.5175154502138,57.77286260316391,1
359,Tottenham Hotspur,Fulham,2009,0,0,1812.5175154502138,1771.5970723391474,57.77286260316391,-1
360,West Ham United,Portsmouth,2009,2,0,1726.560852688333,1699.5362050337646,57.77286260316391,1
361,Portsmouth,West Ham United,2009,0,2,1699.5362050337646,1726.560852688333,57.77286260316391,-1
362,Liverpool,Wolverhampton Wanderers,2009,2,0,1917.8384916903542,1693.1008182452736,57.77286260316391,1
363,Wolverhampton Wanderers,Liverpool,2009,0,2,1693.1008182452736,1917.8384916903542,57.77286260316391,-1
364,Manchester City,Stoke City,2009,2,0,1783.7835195691978,1713.9684560353303,57.77286260316391,1
365,Stoke City,Manchester City,2009,0,2,1713.9684560353303,1783.7835195691978,57.77286260316391,-1
366,Birmingham City,Chelsea,2009,0,0,1731.2542310711601,1997.5524339684437,57.77286260316391,1
367,Chelsea,Birmingham City,2009,0,0,1997.5524339684437,1731.2542310711601,57.77286260316391,-1
368,Hull City,Manchester United,2009,1,3,1637.4705197219744,1992.59637162697,57.77286260316391,1
369,Manchester United,Hull City,2009,3,1,1992.59637162697,1637.4705197219744,57.77286260316391,-1
370,Arsenal,Aston Villa,2009,3,0,1935.5702619695342,1840.253503300782,57.77286260316391,1
371,Aston Villa,Arsenal,2009,0,3,1840.253503300782,1935.5702619695342,57.77286260316391,-1
372,Blackburn Rovers,Sunderland,2009,2,2,1737.0061812862496,1681.2170884998259,57.77286260316391,1
373,Sunderland,Blackburn Rovers,2009,2,2,1681.2170884998259,1737.0061812862496,57.77286260316391,-1
374,Wolverhampton Wanderers,Manchester City,2009,0,3,1690.8333402634607,1788.2568229560416,57.77286260316391,1
375,Manchester City,Wolverhampton Wanderers,2009,3,0,1788.2568229560416,1690.8333402634607,57.77286260316391,-1
376,Everton,Burnley,2009,2,0,1805.9075228473268,1649.371618756024,57.77286260316391,1
377,Burnley,Everton,2009,0,2,1649.371618756024,1805.9075228473268,57.77286260316391,-1
378,Tottenham Hotspur,West Ham United,2009,2,0,1812.8518713606147,1731.8083934059002,57.77286260316391,1
379,West Ham United,Tottenham Hotspur,2009,0,2,1731.8083934059002,1812.8518713606147,57.77286260316391,-1
380,Chelsea,Fulham,2009,2,1,1993.8466356688368,1771.2627164287464,57.77286260316391,1
381,Fulham,Chelsea,2009,1,2,1771.2627164287464,1993.8466356688368,57.77286260316391,-1
382,Stoke City,Birmingham City,2009,0,1,1709.4951526484865,1734.960029370767,57.77286260316391,1
383,Birmingham City,Stoke City,2009,1,0,1734.960029370767,1709.4951526484865,57.77286260316391,-1
384,Bolton Wanderers,Hull City,2009,2,2,1705.2951216033787,1635.3603299028755,57.77286260316391,1
385,Hull City,Bolton Wanderers,2009,2,2,1635.3603299028755,1705.2951216033787,57.77286260316391,-1
386,Aston Villa,Liverpool,2009,0,1,1836.2120527269303,1920.105969672167,57.77286260316391,1
387,Liverpool,Aston Villa,2009,1,0,1920.105969672167,1836.2120527269303,57.77286260316391,-1
388,Portsmouth,Arsenal,2009,1,4,1694.2886643161974,1939.611712543386,57.77286260316391,1
389,Arsenal,Portsmouth,2009,4,1,1939.611712543386,1694.2886643161974,57.77286260316391,-1
390,Manchester United,Wigan Athletic,2009,5,0,1994.706561446069,1705.2804958193426,57.77286260316391,1
391,Wigan Athletic,Manchester United,2009,0,5,1705.2804958193426,1994.706561446069,57.77286260316391,-1
392,Stoke City,Fulham,2009,3,2,1701.9568870356657,1768.9716484232192,58.21145657016541,1
393,Fulham,Stoke City,2009,2,3,1768.9716484232192,1701.9568870356657,58.21145657016541,-1
394,Arsenal,Everton,2009,2,2,1943.1103671798357,1809.0193662375711,57.87311121344321,1
395,Everton,Arsenal,2009,2,2,1809.0193662375711,1943.1103671798357,57.87311121344321,-1
396,Birmingham City,Manchester United,2009,1,1,1742.4982949835878,1996.3532043346488,57.87311121344321,1
397,Manchester United,Birmingham City,2009,1,1,1996.3532043346488,1742.4982949835878,57.87311121344321,-1
398,Manchester City,Blackburn Rovers,2009,4,1,1794.3715365802234,1734.8283297713665,57.87311121344321,1
399,Blackburn Rovers,Manchester City,2009,1,4,1734.8283297713665,1794.3715365802234,57.87311121344321,-1
400,Chelsea,Sunderland,2009,7,2,1996.137703674364,1683.394940014709,57.809662904933646,1
401,Sunderland,Chelsea,2009,2,7,1683.394940014709,1996.137703674364,57.809662904933646,-1
402,Manchester United,Burnley,2009,3,0,1992.8280222993187,1646.2597753657797,57.809662904933646,1
403,Burnley,Manchester United,2009,0,3,1646.2597753657797,1992.8280222993187,57.809662904933646,-1
404,Tottenham Hotspur,Hull City,2009,0,0,1817.1320432196042,1637.7877174599048,57.809662904933646,1
405,Hull City,Tottenham Hotspur,2009,0,0,1637.7877174599048,1817.1320432196042,57.809662904933646,-1
406,Wolverhampton Wanderers,Wigan Athletic,2009,0,2,1684.718626639279,1703.6338529307627,57.809662904933646,1
407,Wigan Athletic,Wolverhampton Wanderers,2009,2,0,1703.6338529307627,1684.718626639279,57.809662904933646,-1
408,Everton,Manchester City,2009,2,0,1812.4852569057803,1799.0236320078452,57.809662904933646,1
409,Manchester City,Everton,2009,0,2,1799.0236320078452,1812.4852569057803,57.809662904933646,-1
410,Stoke City,Liverpool,2009,1,1,1709.030253929382,1926.486898260977,57.809662904933646,1
411,Liverpool,Stoke City,2009,1,1,1926.486898260977,1709.030253929382,57.809662904933646,-1
412,Aston Villa,West Ham United,2009,0,0,1829.8311241381207,1727.5282215469108,57.809662904933646,1
413,West Ham United,Aston Villa,2009,0,0,1727.5282215469108,1829.8311241381207,57.809662904933646,-1
414,Blackburn Rovers,Fulham,2009,2,0,1730.1762343437447,1761.8982815295028,57.809662904933646,1
415,Fulham,Blackburn Rovers,2009,0,2,1761.8982815295028,1730.1762343437447,57.809662904933646,-1
416,Bolton Wanderers,Arsenal,2009,0,2,1702.8677340463494,1939.6444765116266,57.809662904933646,1
417,Arsenal,Bolton Wanderers,2009,2,0,1939.6444765116266,1702.8677340463494,57.809662904933646,-1
418,Arsenal,Bolton Wanderers,2009,4,2,1943.2737232945508,1699.2384872634252,57.809662904933646,1
419,Bolton Wanderers,Arsenal,2009,2,4,1699.2384872634252,1943.2737232945508,57.809662904933646,-1
420,Liverpool,Tottenham Hotspur,2009,2,0,1923.5227225383815,1813.0398116715442,57.809662904933646,1
421,Tottenham Hotspur,Liverpool,2009,0,2,1813.0398116715442,1923.5227225383815,57.809662904933646,-1
422,Manchester United,Hull City,2009,4,0,1994.0538731883555,1641.8799490079648,57.63088826655519,1
423,Hull City,Manchester United,2009,0,4,1641.8799490079648,1994.0538731883555,57.63088826655519,-1
424,Tottenham Hotspur,Fulham,2009,2,0,1809.2438424312222,1755.5166927244961,57.63088826655519,1
425,Fulham,Tottenham Hotspur,2009,0,2,1755.5166927244961,1809.2438424312222,57.63088826655519,-1
426,Wolverhampton Wanderers,Liverpool,2009,0,0,1677.0509492038727,1927.3186917787034,57.63088826655519,1
427,Liverpool,Wolverhampton Wanderers,2009,0,0,1927.3186917787034,1677.0509492038727,57.63088826655519,-1
428,Portsmouth,West Ham United,2009,1,1,1690.7900096797475,1730.4999307150542,57.63088826655519,1
429,West Ham United,Portsmouth,2009,1,1,1730.4999307150542,1690.7900096797475,57.63088826655519,-1
430,Bolton Wanderers,Burnley,2009,1,0,1697.1741028584695,1645.0339244767429,57.63088826655519,1
431,Burnley,Bolton Wanderers,2009,0,1,1645.0339244767429,1697.1741028584695,57.63088826655519,-1
432,Blackburn Rovers,Wigan Athletic,2009,2,1,1736.5578231487514,1711.301530366169,57.63088826655519,1
433,Wigan Athletic,Blackburn Rovers,2009,1,2,1711.301530366169,1736.5578231487514,57.63088826655519,-1
434,Aston Villa,Arsenal,2009,0,0,1826.8594149699773,1945.3381076995065,57.63088826655519,1
435,Arsenal,Aston Villa,2009,0,0,1945.3381076995065,1826.8594149699773,57.63088826655519,-1
436,Everton,Sunderland,2009,2,0,1817.9882384741,1681.9334867794382,57.63088826655519,1
437,Sunderland,Everton,2009,0,2,1681.9334867794382,1817.9882384741,57.63088826655519,-1
438,Chelsea,Birmingham City,2009,3,0,1997.5991569096348,1746.023477018918,57.63088826655519,1
439,Birmingham City,Chelsea,2009,0,3,1746.023477018918,1997.5991569096348,57.63088826655519,-1
440,Burnley,Chelsea,2009,1,2,1640.2451673793557,1999.5902472322355,58.78402394391085,1
441,Chelsea,Burnley,2009,2,1,1999.5902472322355,1640.2451673793557,58.78402394391085,-1
442,Liverpool,Bolton Wanderers,2009,2,0,1923.8428246527842,1701.9628599558566,58.78402394391085,1
443,Bolton Wanderers,Liverpool,2009,0,2,1701.9628599558566,1923.8428246527842,58.78402394391085,-1
444,Wigan Athletic,Everton,2009,0,1,1706.018184508446,1821.3954648624397,58.78402394391085,1
445,Everton,Wigan Athletic,2009,1,0,1821.3954648624397,1706.018184508446,58.78402394391085,-1
446,West Ham United,Blackburn Rovers,2009,0,0,1730.8554504228166,1741.8411690064743,58.78402394391085,1
447,Blackburn Rovers,West Ham United,2009,0,0,1741.8411690064743,1730.8554504228166,58.78402394391085,-1
448,Fulham,Aston Villa,2009,0,2,1750.7564587667716,1828.0553934162658,58.78402394391085,1
449,Aston Villa,Fulham,2009,2,0,1828.0553934162658,1750.7564587667716,58.78402394391085,-1
450,Hull City,Wolverhampton Wanderers,2009,2,2,1640.6885457045191,1680.526816329792,58.78402394391085,1
451,Wolverhampton Wanderers,Hull City,2009,2,2,1680.526816329792,1640.6885457045191,58.78402394391085,-1
452,Birmingham City,Tottenham Hotspur,2009,1,1,1744.0323866963172,1814.0040763889467,58.78402394391085,1
453,Tottenham Hotspur,Birmingham City,2009,1,1,1814.0040763889467,1744.0323866963172,58.78402394391085,-1
454,Arsenal,Manchester United,2009,1,3,1944.142129253218,1995.2452764918012,58.78402394391085,1
455,Manchester United,Arsenal,2009,3,1,1995.2452764918012,1944.142129253218,58.78402394391085,-1
456,Manchester City,Portsmouth,2009,2,0,1793.5206504395255,1690.4344899719852,58.78402394391085,1
457,Portsmouth,Manchester City,2009,0,2,1690.4344899719852,1793.5206504395255,58.78402394391085,-1
458,Sunderland,Stoke City,2009,0,0,1678.5262603910985,1711.9944296519775,58.78402394391085,1
459,Stoke City,Sunderland,2009,0,0,1711.9944296519775,1678.5262603910985,58.78402394391085,-1
460,Hull City,Chelsea,2009,1,1,1640.3127352446315,2001.6676391305527,58.78402394391085,1
461,Chelsea,Hull City,2009,1,1,2001.6676391305527,1640.3127352446315,58.78402394391085,-1
462,Fulham,Portsmouth,2009,1,0,1744.225131595228,1686.535952356303,58.78402394391085,1
463,Portsmouth,Fulham,2009,0,1,1686.535952356303,1744.225131595228,58.78402394391085,-1
