,Team,Opponent,Year,Goals,OppGoals,Rating,OppRating,Rd,OppRd,HF,HomeAway,RatingDif,EffRd,RatingDifRat,EffHf
49,Everton,Burnley,2009,0,1,1840.1884909862297,1642.3216766232024,62.162178570826164,59.40671254187597,52.40101675763517,-1,197.8668143630273,85.98426565194566,2.301197932700492,-52.40101675763517
50,Liverpool,Aston Villa,2009,1,3,1967.198919096801,1810.1426715030764,63.622906569921426,62.332210219498,52.40101675763517,1,157.05624759372472,89.06839322258284,1.763321891316031,52.40101675763517
51,Aston Villa,Liverpool,2009,3,1,1810.1426715030764,1967.198919096801,62.332210219498,63.622906569921426,52.40101675763517,-1,-157.05624759372472,89.06839322258284,-1.763321891316031,-52.40101675763517
52,Wolverhampton Wanderers,Hull City,2009,1,1,1690.9331789665148,1636.4257907825777,58.75193243760364,61.11656837691809,52.51307068062044,1,54.50738818393711,84.77632036909391,0.6429553435042499,52.51307068062044
53,Hull City,Wolverhampton Wanderers,2009,1,1,1636.4257907825777,1690.9331789665148,61.11656837691809,58.75193243760364,52.51307068062044,-1,-54.50738818393711,84.77632036909391,-0.6429553435042499,-52.51307068062044
54,Manchester United,Arsenal,2009,2,1,2015.9803676207541,1952.5848788951719,65.22048740184697,63.24866693013458,52.51307068062044,1,63.395488725582254,90.85210974640918,0.697787744308138,52.51307068062044
55,Arsenal,Manchester United,2009,1,2,1952.5848788951719,2015.9803676207541,63.24866693013458,65.22048740184697,52.51307068062044,-1,-63.395488725582254,90.85210974640918,-0.697787744308138,-52.51307068062044
56,Bolton Wanderers,Liverpool,2009,2,3,1689.5543865519294,1950.0981570232022,61.29906488077581,62.9959839358839,52.51307068062044,1,-260.54377047127286,87.8980622500161,-2.9641582965752487,52.51307068062044
57,Liverpool,Bolton Wanderers,2009,3,2,1950.0981570232022,1689.5543865519294,62.9959839358839,61.29906488077581,52.51307068062044,-1,260.54377047127286,87.8980622500161,2.9641582965752487,-52.51307068062044
58,Blackburn Rovers,West Ham United,2009,0,0,1730.0196934887058,1758.2811260316457,61.157649407000584,61.20705047892169,52.51307068062044,1,-28.26143254293993,86.52491611853124,-0.32662767917884306,52.51307068062044
59,West Ham United,Blackburn Rovers,2009,0,0,1758.2811260316457,1730.0196934887058,61.20705047892169,61.157649407000584,52.51307068062044,-1,28.26143254293993,86.52491611853124,0.32662767917884306,-52.51307068062044
60,Stoke City,Sunderland,2009,1,0,1705.003260805025,1692.6370954609013,60.762294871941315,61.02568855015829,52.51307068062044,1,12.366165344123829,86.11731034539842,0.14359674372696662,52.51307068062044
61,Sunderland,Stoke City,2009,0,1,1692.6370954609013,1705.003260805025,61.02568855015829,60.762294871941315,52.51307068062044,-1,-12.366165344123829,86.11731034539842,-0.14359674372696662,-52.51307068062044
62,Chelsea,Burnley,2009,3,0,2018.4074099817412,1655.842317289061,64.92275869964324,58.814542166730014,52.51307068062044,1,362.5650926926803,87.60202604651427,4.138775197963666,52.51307068062044
63,Burnley,Chelsea,2009,0,3,1655.842317289061,2018.4074099817412,58.814542166730014,64.92275869964324,52.51307068062044,-1,-362.5650926926803,87.60202604651427,-4.138775197963666,-52.51307068062044
64,Tottenham Hotspur,Birmingham City,2009,2,1,1813.4280502738075,1703.7854170553805,60.49817356178058,59.667072138613655,52.51307068062044,1,109.64263321842691,84.97169235637156,1.2903430563508766,52.51307068062044
65,Birmingham City,Tottenham Hotspur,2009,1,2,1703.7854170553805,1813.4280502738075,59.667072138613655,60.49817356178058,52.51307068062044,-1,-109.64263321842691,84.97169235637156,-1.2903430563508766,-52.51307068062044
66,Aston Villa,Fulham,2009,2,0,1826.5554530649063,1759.8926465526133,61.75073342671768,61.5044726473967,52.51307068062044,1,66.66280651229295,87.15476598770671,0.7648784981155915,52.51307068062044
67,Fulham,Aston Villa,2009,0,2,1759.8926465526133,1826.5554530649063,61.5044726473967,61.75073342671768,52.51307068062044,-1,-66.66280651229295,87.15476598770671,-0.7648784981155915,-52.51307068062044
68,Portsmouth,Manchester City,2009,0,1,1713.2397494805787,1773.8074448071486,60.65948904389038,61.234813239122985,52.51307068062044,1,-60.56769532656995,86.19324778366418,-0.7026965207134134,52.51307068062044
69,Manchester City,Portsmouth,2009,1,0,1773.8074448071486,1713.2397494805787,61.234813239122985,60.65948904389038,52.51307068062044,-1,60.56769532656995,86.19324778366418,0.7026965207134134,-52.51307068062044
70,Everton,Wigan Athletic,2009,2,1,1825.388150116579,1714.350438038413,61.4631415966641,60.94482166854294,52.51307068062044,1,111.03771207816612,86.55627685582417,1.2828383580213416,52.51307068062044
71,Wigan Athletic,Everton,2009,1,2,1714.350438038413,1825.388150116579,60.94482166854294,61.4631415966641,52.51307068062044,-1,-111.03771207816612,86.55627685582417,-1.2828383580213416,-52.51307068062044
72,Blackburn Rovers,Wolverhampton Wanderers,2009,3,1,1729.317575068604,1688.1409002167868,60.47244329494852,58.2374386540776,53.11065609799712,1,41.1766748518171,83.95543853168904,0.49045869537415293,53.11065609799712
73,Wolverhampton Wanderers,Blackburn Rovers,2009,1,3,1688.1409002167868,1729.317575068604,58.2374386540776,60.47244329494852,53.11065609799712,-1,-41.1766748518171,83.95543853168904,-0.49045869537415293,-53.11065609799712
74,Wigan Athletic,West Ham United,2009,1,0,1708.528193040324,1758.9843864141355,60.426899478087186,60.51950960626129,53.11065609799712,1,-50.45619337381163,85.5220510951252,-0.589978756679839,53.11065609799712
75,West Ham United,Wigan Athletic,2009,0,1,1758.9843864141355,1708.528193040324,60.51950960626129,60.426899478087186,53.11065609799712,-1,50.45619337381163,85.5220510951252,0.589978756679839,-53.11065609799712
76,Stoke City,Chelsea,2009,1,2,1713.3077220266887,2020.4642077156886,60.11918392110789,64.76718621733461,53.11065609799712,1,-307.15648568899996,88.3691387637726,-3.475834323904494,53.11065609799712
77,Chelsea,Stoke City,2009,2,1,2020.4642077156886,1713.3077220266887,64.76718621733461,60.11918392110789,53.11065609799712,-1,307.15648568899996,88.3691387637726,3.475834323904494,-53.11065609799712
78,Sunderland,Hull City,2009,4,1,1684.2615472024065,1639.4491503344884,60.37054627524245,60.50209859842983,53.11065609799712,1,44.812396867918096,85.46991747033172,0.5243060739291501,53.11065609799712
79,Hull City,Sunderland,2009,1,4,1639.4491503344884,1684.2615472024065,60.50209859842983,60.37054627524245,53.11065609799712,-1,-44.812396867918096,85.46991747033172,-0.5243060739291501,-53.11065609799712
80,Tottenham Hotspur,Manchester United,2009,1,3,1819.2011030760734,2023.949107483422,59.993761779417866,64.43947146859979,53.11065609799712,1,-204.74800440734862,88.04372172732151,-2.3255264587913453,53.11065609799712
81,Manchester United,Tottenham Hotspur,2009,3,1,2023.949107483422,1819.2011030760734,64.43947146859979,59.993761779417866,53.11065609799712,-1,204.74800440734862,88.04372172732151,2.3255264587913453,-53.11065609799712
82,Manchester City,Arsenal,2009,4,2,1783.8630888842645,1945.0822454582249,60.541834231699156,62.55968723773393,53.11065609799712,1,-161.2191565739604,87.05761402325261,-1.8518673912990498,53.11065609799712
83,Arsenal,Manchester City,2009,2,4,1945.0822454582249,1783.8630888842645,62.55968723773393,60.541834231699156,53.11065609799712,-1,161.2191565739604,87.05761402325261,1.8518673912990498,-53.11065609799712
84,Liverpool,Burnley,2009,4,0,1955.2691311999547,1654.144036067706,62.48595714703675,58.76686679254707,53.11065609799712,1,301.1250951322486,85.77901534288141,3.5104750728202223,53.11065609799712
85,Burnley,Liverpool,2009,0,4,1654.144036067706,1955.2691311999547,58.76686679254707,62.48595714703675,53.11065609799712,-1,-301.1250951322486,85.77901534288141,-3.5104750728202223,-53.11065609799712
86,Portsmouth,Bolton Wanderers,2009,2,3,1703.3698944085306,1684.6527906445108,59.99363400201648,60.850306561484466,53.11065609799712,1,18.71710376401984,85.45171694819564,0.21903718769474137,53.11065609799712
87,Bolton Wanderers,Portsmouth,2009,3,2,1684.6527906445108,1703.3698944085306,60.850306561484466,59.99363400201648,53.11065609799712,-1,-18.71710376401984,85.45171694819564,-0.21903718769474137,-53.11065609799712
88,Fulham,Everton,2009,2,1,1752.8644856926585,1831.3080153922526,60.892935210603405,60.92483706020363,53.11065609799712,1,-78.44352969959414,86.13817579549212,-0.9106708956297556,53.11065609799712
89,Everton,Fulham,2009,1,2,1831.3080153922526,1752.8644856926585,60.92483706020363,60.892935210603405,53.11065609799712,-1,78.44352969959414,86.13817579549212,0.9106708956297556,-53.11065609799712
90,Birmingham City,Aston Villa,2009,0,1,1698.1671551178629,1833.6390417931607,59.194494654358316,61.128516326485055,53.11065609799712,1,-135.4718866752978,85.09220707950996,-1.5920598527749221,53.11065609799712
91,Aston Villa,Birmingham City,2009,1,0,1833.6390417931607,1698.1671551178629,61.128516326485055,59.194494654358316,53.11065609799712,-1,135.4718866752978,85.09220707950996,1.5920598527749221,-53.11065609799712
92,West Ham United,Liverpool,2009,2,3,1749.0010462196524,1957.858453316545,59.756002126221475,62.18021731275699,53.66852966476944,1,-208.85740709689253,86.23896575893446,-2.421844989197991,53.66852966476944
93,Liverpool,West Ham United,2009,3,2,1957.858453316545,1749.0010462196524,62.18021731275699,59.756002126221475,53.66852966476944,-1,208.85740709689253,86.23896575893446,2.421844989197991,-53.66852966476944
94,Burnley,Sunderland,2009,3,1,1651.8464782526173,1691.5848782196283,58.5353274658644,59.67493840009923,53.66852966476944,1,-39.73839996701099,83.59116481178867,-0.47538995366896447,53.66852966476944
95,Sunderland,Burnley,2009,1,3,1691.5848782196283,1651.8464782526173,59.67493840009923,58.5353274658644,53.66852966476944,-1,39.73839996701099,83.59116481178867,0.47538995366896447,-53.66852966476944
96,Arsenal,Wigan Athletic,2009,4,0,1931.1388159591784,1718.4813612836472,61.78585165547615,59.667552477162104,53.66852966476944,1,212.6574546755312,85.89358697485744,2.4758245890671646,53.66852966476944
97,Wigan Athletic,Arsenal,2009,0,4,1718.4813612836472,1931.1388159591784,59.667552477162104,61.78585165547615,53.66852966476944,-1,-212.6574546755312,85.89358697485744,-2.4758245890671646,-53.66852966476944
98,Aston Villa,Portsmouth,2009,2,0,1841.5655947041146,1691.4894317369963,60.38244480291048,59.286553711340524,53.66852966476944,1,150.0761629671183,84.62230847326369,1.7734822610580836,53.66852966476944
99,Portsmouth,Aston Villa,2009,0,2,1691.4894317369963,1841.5655947041146,59.286553711340524,60.38244480291048,53.66852966476944,-1,-150.0761629671183,84.62230847326369,-1.7734822610580836,-53.66852966476944
100,Bolton Wanderers,Stoke City,2009,1,1,1696.8723503557173,1709.449224464396,60.1062616787539,59.69203765782008,53.66852966476944,1,-12.576874108678567,84.71069621209267,-0.14846854849580596,53.66852966476944
101,Stoke City,Bolton Wanderers,2009,1,1,1709.449224464396,1696.8723503557173,59.69203765782008,60.1062616787539,53.66852966476944,-1,12.576874108678567,84.71069621209267,0.14846854849580596,-53.66852966476944
102,Hull City,Birmingham City,2009,0,1,1632.0943711376547,1690.7270577665015,59.80099628120772,58.530250298748044,53.66852966476944,1,-58.63268662884684,83.67765147432806,-0.7006970869257139,53.66852966476944
103,Birmingham City,Hull City,2009,1,0,1690.7270577665015,1632.0943711376547,58.530250298748044,59.80099628120772,53.66852966476944,-1,58.63268662884684,83.67765147432806,0.7006970869257139,-53.66852966476944
104,Wolverhampton Wanderers,Fulham,2009,2,1,1681.224990698206,1763.7703054459193,57.622368643087796,60.11776604324813,53.66852966476944,1,-82.54531474771329,83.27354419064092,-0.9912549723924268,53.66852966476944
105,Fulham,Wolverhampton Wanderers,2009,1,2,1763.7703054459193,1681.224990698206,60.11776604324813,57.622368643087796,53.66852966476944,-1,82.54531474771329,83.27354419064092,0.9912549723924268,-53.66852966476944
106,Chelsea,Tottenham Hotspur,2009,3,0,2024.9275216053352,1813.2868001147046,64.19938694467834,59.39123626959488,53.66852966476944,1,211.64072149063054,87.45787688769593,2.419916067278845,53.66852966476944
107,Tottenham Hotspur,Chelsea,2009,0,3,1813.2868001147046,2024.9275216053352,59.39123626959488,64.19938694467834,53.66852966476944,-1,-211.64072149063054,87.45787688769593,-2.419916067278845,-53.66852966476944
108,Everton,Blackburn Rovers,2009,3,0,1820.3908850124897,1736.7660584925136,60.148223451640575,59.766452174121845,53.66852966476944,1,83.62482651997607,84.79291002123986,0.9862242786458066,53.66852966476944
109,Blackburn Rovers,Everton,2009,0,3,1736.7660584925136,1820.3908850124897,59.766452174121845,60.148223451640575,53.66852966476944,-1,-83.62482651997607,84.79291002123986,-0.9862242786458066,-53.66852966476944
110,Manchester United,Manchester City,2009,4,3,2030.7544273848462,1796.9261688330312,63.65962686370625,59.853698800973675,53.66852966476944,1,233.828258551815,87.3785634614348,2.676036882375812,53.66852966476944
111,Manchester City,Manchester United,2009,3,4,1796.9261688330312,2030.7544273848462,59.853698800973675,63.65962686370625,53.66852966476944,-1,-233.828258551815,87.3785634614348,-2.676036882375812,-53.66852966476944
112,Stoke City,Manchester United,2009,0,2,1710.582490014877,2034.4561878890968,58.97502740622609,63.19778322075323,53.51247879787249,1,-323.8736978742197,86.4408101626913,-3.7467684218212796,53.51247879787249
113,Manchester United,Stoke City,2009,2,0,2034.4561878890968,1710.582490014877,63.19778322075323,58.97502740622609,53.51247879787249,-1,323.8736978742197,86.4408101626913,3.7467684218212796,-53.51247879787249
114,Blackburn Rovers,Aston Villa,2009,2,1,1730.5545756235103,1846.41295789581,59.14735093549023,59.852793092569634,53.51247879787249,1,-115.85838227229965,84.14728732209963,-1.3768522546522035,53.51247879787249
115,Aston Villa,Blackburn Rovers,2009,1,2,1846.41295789581,1730.5545756235103,59.852793092569634,59.14735093549023,53.51247879787249,-1,115.85838227229965,84.14728732209963,1.3768522546522035,-53.51247879787249
116,Birmingham City,Bolton Wanderers,2009,1,2,1700.0237552410285,1695.723202618646,57.851273233904195,59.37118350322674,53.51247879787249,1,4.300552622382611,82.89576132322848,0.05187904126501507,53.51247879787249
117,Bolton Wanderers,Birmingham City,2009,2,1,1695.723202618646,1700.0237552410285,59.37118350322674,57.851273233904195,53.51247879787249,-1,-4.300552622382611,82.89576132322848,-0.05187904126501507,-53.51247879787249
118,Portsmouth,Everton,2009,0,1,1686.8132042934492,1826.680633745665,58.79276728226866,59.514426465637605,53.51247879787249,1,-139.8674294522159,83.6573753009308,-1.6719079333900606,53.51247879787249
119,Everton,Portsmouth,2009,1,0,1826.680633745665,1686.8132042934492,59.514426465637605,58.79276728226866,53.51247879787249,-1,139.8674294522159,83.6573753009308,1.6719079333900606,-53.51247879787249
120,Liverpool,Hull City,2009,6,1,1964.1191936484167,1622.3943563481953,61.49782352021125,59.06708628064877,53.51247879787249,1,341.72483730022145,85.26959000375605,4.007581569058427,53.51247879787249
121,Hull City,Liverpool,2009,1,6,1622.3943563481953,1964.1191936484167,59.06708628064877,61.49782352021125,53.51247879787249,-1,-341.72483730022145,85.26959000375605,-4.007581569058427,-53.51247879787249
122,Tottenham Hotspur,Burnley,2009,5,0,1809.70688863415,1660.906756488413,59.003618340607304,57.85706750563496,53.51247879787249,1,148.80013214573682,82.6369604815887,1.80064865985589,53.51247879787249
123,Burnley,Tottenham Hotspur,2009,0,5,1660.906756488413,1809.70688863415,57.85706750563496,59.003618340607304,53.51247879787249,-1,-148.80013214573682,82.6369604815887,-1.80064865985589,-53.51247879787249
124,Wigan Athletic,Chelsea,2009,3,1,1714.8866058964602,2029.0959953331862,59.27365295850792,63.67412690609884,53.51247879787249,1,-314.20938943672604,86.99287541114856,-3.611897962352657,53.51247879787249
125,Chelsea,Wigan Athletic,2009,1,3,2029.0959953331862,1714.8866058964602,63.67412690609884,59.27365295850792,53.51247879787249,-1,314.20938943672604,86.99287541114856,3.611897962352657,-53.51247879787249
126,Fulham,Arsenal,2009,0,1,1753.0125111401624,1934.987514653911,59.37464636147971,61.33332644752998,53.51247879787249,1,-181.97500351374856,85.36466226530774,-2.1317369352224724,53.51247879787249
127,Arsenal,Fulham,2009,1,0,1934.987514653911,1753.0125111401624,61.33332644752998,59.37464636147971,53.51247879787249,-1,181.97500351374856,85.36466226530774,2.1317369352224724,-53.51247879787249
128,Sunderland,Wolverhampton Wanderers,2009,5,2,1682.1726564792157,1691.116276135731,58.94756597960649,56.98553926749615,53.51247879787249,1,-8.943619656515239,81.98882375377394,-0.10908339999332609,53.51247879787249
129,Wolverhampton Wanderers,Sunderland,2009,2,5,1691.116276135731,1682.1726564792157,56.98553926749615,58.94756597960649,53.51247879787249,-1,8.943619656515239,81.98882375377394,0.10908339999332609,-53.51247879787249
130,Manchester City,West Ham United,2009,3,1,1793.644374659602,1743.2107346213418,59.49260692968742,59.16616643861841,53.51247879787249,1,50.43364003826014,83.90474080963833,0.6010821266069236,53.51247879787249
131,West Ham United,Manchester City,2009,1,3,1743.2107346213418,1793.644374659602,59.16616643861841,59.49260692968742,53.51247879787249,-1,-50.43364003826014,83.90474080963833,-0.6010821266069236,-53.51247879787249
132,Bolton Wanderers,Tottenham Hotspur,2009,2,2,1707.010267882456,1814.3683471891645,58.676064444645085,58.515134213715676,54.50237459165357,1,-107.35807930670853,82.8667693998101,-1.2955504369759414,54.50237459165357
133,Tottenham Hotspur,Bolton Wanderers,2009,2,2,1814.3683471891645,1707.010267882456,58.515134213715676,58.676064444645085,54.50237459165357,-1,107.35807930670853,82.8667693998101,1.2955504369759414,-54.50237459165357
134,Burnley,Birmingham City,2009,2,1,1656.4215478411177,1689.3027907007697,57.40474745035031,57.2191884982455,54.50237459165357,1,-32.88124285965205,81.05146860012007,-0.4056834925703411,54.50237459165357
135,Birmingham City,Burnley,2009,1,2,1689.3027907007697,1656.4215478411177,57.2191884982455,57.40474745035031,54.50237459165357,-1,32.88124285965205,81.05146860012007,0.4056834925703411,-54.50237459165357
