,Team,Opponent,Year,Goals,OppGoals,Rating,OppRating,Rd,OppRd,HF,HomeAway,RatingDif,EffRd,RatingDifRat,EffHf
32,Arsenal,Portsmouth,2009,4,1,1941.0669740975136,1707.5104424429644,61.88827529284108,60.78833190394699,52.435804509371536,1,233.5565316545492,86.74894762697069,2.6923269739117304,52.435804509371536
33,Portsmouth,Arsenal,2009,1,4,1707.5104424429644,1941.0669740975136,60.78833190394699,61.88827529284108,52.435804509371536,-1,-233.5565316545492,86.74894762697069,-2.6923269739117304,-52.435804509371536
34,Sunderland,Blackburn Rovers,2009,2,1,1675.425763431571,1732.846459094531,61.962389689650536,63.02948227537957,52.435804509371536,1,-57.420695662959815,88.38582110245115,-0.649659582801199,52.435804509371536
35,Blackburn Rovers,Sunderland,2009,1,2,1732.846459094531,1675.425763431571,63.02948227537957,61.962389689650536,52.435804509371536,-1,57.420695662959815,88.38582110245115,0.649659582801199,-52.435804509371536
36,Hull City,Bolton Wanderers,2009,1,0,1618.1051673242362,1694.56397212805,60.171177123354354,60.53422328142588,52.435804509371536,1,-76.45880480381379,85.35199320868614,-0.8958057325840247,52.435804509371536
37,Bolton Wanderers,Hull City,2009,0,1,1694.56397212805,1618.1051673242362,60.53422328142588,60.171177123354354,52.435804509371536,-1,76.45880480381379,85.35199320868614,0.8958057325840247,-52.435804509371536
38,Manchester City,Wolverhampton Wanderers,2009,1,0,1760.4619162568874,1690.4141489748017,61.27585820404073,57.62942090273325,52.435804509371536,1,70.04776728208572,84.11825576072114,0.8327296690666093,52.435804509371536
39,Wolverhampton Wanderers,Manchester City,2009,0,1,1690.4141489748017,1760.4619162568874,57.62942090273325,61.27585820404073,52.435804509371536,-1,-70.04776728208572,84.11825576072114,-0.8327296690666093,-52.435804509371536
40,Birmingham City,Stoke City,2009,0,0,1699.443635503426,1694.601438694412,58.974439988499526,59.7667113838819,52.435804509371536,1,4.842196809014013,83.96454228780962,0.057669543322420115,52.435804509371536
41,Stoke City,Birmingham City,2009,0,0,1694.601438694412,1699.443635503426,59.7667113838819,58.974439988499526,52.435804509371536,-1,-4.842196809014013,83.96454228780962,-0.057669543322420115,-52.435804509371536
42,Wigan Athletic,Manchester United,2009,0,5,1714.225898511208,2003.733441349679,64.27075345722349,63.88456175881234,52.435804509371536,1,-289.50754283847095,90.61990389023106,-3.194745639866875,52.435804509371536
43,Manchester United,Wigan Athletic,2009,5,0,2003.733441349679,1714.225898511208,63.88456175881234,64.27075345722349,52.435804509371536,-1,289.50754283847095,90.61990389023106,3.194745639866875,-52.435804509371536
44,Fulham,Chelsea,2009,0,2,1757.40275033473,2009.3861706510925,60.956217919790085,67.83838344769633,52.435804509371536,1,-251.98342031636253,91.20146255341314,-2.762931791458779,52.435804509371536
45,Chelsea,Fulham,2009,2,0,2009.3861706510925,1757.40275033473,67.83838344769633,60.956217919790085,52.435804509371536,-1,251.98342031636253,91.20146255341314,2.762931791458779,-52.435804509371536
46,West Ham United,Tottenham Hotspur,2009,1,2,1762.5621057229569,1798.6675952492812,61.44137485148626,61.26712405281948,52.435804509371536,1,-36.10548952632439,86.76809916867154,-0.4161147918676617,52.435804509371536
47,Tottenham Hotspur,West Ham United,2009,2,1,1798.6675952492812,1762.5621057229569,61.26712405281948,61.44137485148626,52.435804509371536,-1,36.10548952632439,86.76809916867154,0.4161147918676617,-52.435804509371536
48,Burnley,Everton,2009,1,0,1635.571211983174,1832.0138520301223,57.90044260545632,60.33584046168067,52.435804509371536,1,-196.44264004694833,83.62341118445913,-2.3491344979174436,52.435804509371536
49,Everton,Burnley,2009,0,1,1832.0138520301223,1635.571211983174,60.33584046168067,57.90044260545632,52.435804509371536,-1,196.44264004694833,83.62341118445913,2.3491344979174436,-52.435804509371536
50,Liverpool,Aston Villa,2009,1,3,1957.8166941521104,1804.5354151742572,61.70077975753751,60.549270165684085,52.435804509371536,1,153.28127897785316,86.44767400158983,1.773110505842346,52.435804509371536
51,Aston Villa,Liverpool,2009,3,1,1804.5354151742572,1957.8166941521104,60.549270165684085,61.70077975753751,52.435804509371536,-1,-153.28127897785316,86.44767400158983,-1.773110505842346,-52.435804509371536
52,Wolverhampton Wanderers,Hull City,2009,1,1,1684.2984708491397,1628.7268515867383,57.0243453371152,59.383108587464555,52.54953431325042,1,55.57161926240133,82.32939661285742,0.6749912127222207,52.54953431325042
53,Hull City,Wolverhampton Wanderers,2009,1,1,1628.7268515867383,1684.2984708491397,59.383108587464555,57.0243453371152,52.54953431325042,-1,-55.57161926240133,82.32939661285742,-0.6749912127222207,-52.54953431325042
54,Manchester United,Arsenal,2009,2,1,2008.420726099935,1944.5942957028972,63.268407309513876,61.42931500398206,52.54953431325042,1,63.82643039703794,88.18419419227577,0.7237853787932965,52.54953431325042
55,Arsenal,Manchester United,2009,1,2,1944.5942957028972,2008.420726099935,61.42931500398206,63.268407309513876,52.54953431325042,-1,-63.82643039703794,88.18419419227577,-0.7237853787932965,-52.54953431325042
56,Bolton Wanderers,Liverpool,2009,2,3,1683.815064620553,1941.774692315432,59.73022599380813,61.08915265739005,52.54953431325042,1,-257.95962769487915,85.43760571123994,-3.0192750083227424,52.54953431325042
57,Liverpool,Bolton Wanderers,2009,3,2,1941.774692315432,1683.815064620553,61.08915265739005,59.73022599380813,52.54953431325042,-1,257.95962769487915,85.43760571123994,3.0192750083227424,-52.54953431325042
58,Blackburn Rovers,West Ham United,2009,0,0,1721.8183666024916,1751.7303763576954,62.11151306509925,60.59664735355765,52.54953431325042,1,-29.912009755203826,86.77438404118706,-0.34471013635782455,52.54953431325042
59,West Ham United,Blackburn Rovers,2009,0,0,1751.7303763576954,1721.8183666024916,60.59664735355765,62.11151306509925,52.54953431325042,-1,29.912009755203826,86.77438404118706,0.34471013635782455,-52.54953431325042
60,Stoke City,Sunderland,2009,1,0,1696.1808505460292,1686.0880237109554,59.011676407435985,61.09452620004074,52.54953431325042,1,10.092826835073765,84.94067979492159,0.11882206334399024,52.54953431325042
61,Sunderland,Stoke City,2009,0,1,1686.0880237109554,1696.1808505460292,61.09452620004074,59.011676407435985,52.54953431325042,-1,-10.092826835073765,84.94067979492159,-0.11882206334399024,-52.54953431325042
62,Chelsea,Burnley,2009,3,0,2015.5791026455572,1648.4134922140117,66.98864926143075,57.31357657844951,52.54953431325042,1,367.1656104315455,88.16079168249786,4.1647267841452145,52.54953431325042
63,Burnley,Chelsea,2009,0,3,1648.4134922140117,2015.5791026455572,57.31357657844951,66.98864926143075,52.54953431325042,-1,-367.1656104315455,88.16079168249786,-4.1647267841452145,-52.54953431325042
64,Tottenham Hotspur,Birmingham City,2009,2,1,1809.43865222043,1697.9060806807727,60.43029325960894,58.25245182350117,52.54953431325042,1,111.53257153965728,83.93550194578967,1.3287889981487377,52.54953431325042
65,Birmingham City,Tottenham Hotspur,2009,1,2,1697.9060806807727,1809.43865222043,58.25245182350117,60.43029325960894,52.54953431325042,-1,-111.53257153965728,83.93550194578967,-1.3287889981487377,-52.54953431325042
66,Aston Villa,Fulham,2009,2,0,1819.9833957586884,1752.379605956762,59.97574703587358,60.36158819971472,52.54953431325042,1,67.6037898019265,85.09178316678431,0.7944808216020054,52.54953431325042
67,Fulham,Aston Villa,2009,0,2,1752.379605956762,1819.9833957586884,60.36158819971472,59.97574703587358,52.54953431325042,-1,-67.6037898019265,85.09178316678431,-0.7944808216020054,-52.54953431325042
68,Portsmouth,Manchester City,2009,0,1,1704.1045846384536,1767.362435502902,60.35754951227809,60.531152248789496,52.54953431325042,1,-63.2578508644483,85.48130892594727,-0.7400196798489453,52.54953431325042
69,Manchester City,Portsmouth,2009,1,0,1767.362435502902,1704.1045846384536,60.531152248789496,60.35754951227809,52.54953431325042,-1,63.2578508644483,85.48130892594727,0.7400196798489453,-52.54953431325042
70,Everton,Wigan Athletic,2009,2,1,1818.0715621974978,1709.4830727148992,59.660502263379946,63.64193477578069,52.54953431325042,1,108.58848948259856,87.23343047435134,1.2448036136160678,52.54953431325042
71,Wigan Athletic,Everton,2009,1,2,1709.4830727148992,1818.0715621974978,63.64193477578069,59.660502263379946,52.54953431325042,-1,-108.58848948259856,87.23343047435134,-1.2448036136160678,-52.54953431325042
72,Blackburn Rovers,Wolverhampton Wanderers,2009,3,1,1721.1423921178523,1681.6335131377182,61.2958344061664,56.48573215560332,53.14720950436363,1,39.508878980134114,83.3535677262991,0.47399145660886405,53.14720950436363
73,Wolverhampton Wanderers,Blackburn Rovers,2009,1,3,1681.6335131377182,1721.1423921178523,56.48573215560332,61.2958344061664,53.14720950436363,-1,-39.508878980134114,83.3535677262991,-0.47399145660886405,-53.14720950436363
74,Wigan Athletic,West Ham United,2009,1,0,1703.0844538873996,1752.373577276783,62.92825106625203,59.85089595554441,53.14720950436363,1,-49.28912338938335,86.84523319640896,-0.5675512814607935,53.14720950436363
75,West Ham United,Wigan Athletic,2009,0,1,1752.373577276783,1703.0844538873996,59.85089595554441,62.92825106625203,53.14720950436363,-1,49.28912338938335,86.84523319640896,0.5675512814607935,-53.14720950436363
76,Stoke City,Chelsea,2009,1,2,1704.0839759054402,2017.713917234808,58.35420909278435,66.72371637156247,53.14720950436363,1,-313.62994132936774,88.64123219629289,-3.5381947380294227,53.14720950436363
