,Team,Opponent,Year,Goals,OppGoals,Rating,OppRating,Rd,OppRd,HF,HomeAway,RatingDif,EffRd,RatingDifRat,EffHf
1738,Swansea City,Manchester United,2011,0,1,1672.7493816567294,2009.5011910771643,53.86340474783188,58.0191757236459,57.561051656791186,1,-336.75180942043494,79.16748778810692,-4.2536629471148135,57.561051656791186
1739,Manchester United,Swansea City,2011,1,0,2009.5011910771643,1672.7493816567294,58.0191757236459,53.86340474783188,57.561051656791186,-1,336.75180942043494,79.16748778810692,4.2536629471148135,-57.561051656791186
1740,West Bromwich Albion,Bolton Wanderers,2011,2,1,1725.0029015001128,1692.3380926962977,56.19507740483924,54.89765963268669,57.561051656791186,1,32.66480880381505,78.5597846081708,0.4157955494243764,57.561051656791186
1741,Bolton Wanderers,West Bromwich Albion,2011,1,2,1692.3380926962977,1725.0029015001128,54.89765963268669,56.19507740483924,57.561051656791186,-1,-32.66480880381505,78.5597846081708,-0.4157955494243764,-57.561051656791186
1742,Stoke City,Queens Park Rangers,2011,2,3,1727.5851364928756,1679.3083981086047,54.17076085731822,53.33106010727544,57.561051656791186,1,48.27673838427086,76.01758549195434,0.635073293526015,57.561051656791186
1743,Queens Park Rangers,Stoke City,2011,3,2,1679.3083981086047,1727.5851364928756,53.33106010727544,54.17076085731822,57.561051656791186,-1,-48.27673838427086,76.01758549195434,-0.635073293526015,-57.561051656791186
1744,Manchester City,Newcastle United,2011,3,1,1926.7103505049909,1816.5515586986737,55.499057055265254,55.198014797097066,57.561051656791186,1,110.15879180631714,78.27493961392838,1.4073315463371534,57.561051656791186
1745,Newcastle United,Manchester City,2011,1,3,1816.5515586986737,1926.7103505049909,55.198014797097066,55.499057055265254,57.561051656791186,-1,-110.15879180631714,78.27493961392838,-1.4073315463371534,-57.561051656791186
1746,Sunderland,Fulham,2011,0,0,1715.8512890926763,1733.0728075101863,54.6388734339729,57.206438171538075,57.561051656791186,1,-17.22151841750997,79.10741468666333,-0.2176979046240192,57.561051656791186
1747,Fulham,Sunderland,2011,0,0,1733.0728075101863,1715.8512890926763,57.206438171538075,54.6388734339729,57.561051656791186,-1,17.22151841750997,79.10741468666333,0.2176979046240192,-57.561051656791186
1748,Norwich City,Arsenal,2011,1,2,1678.330026709526,1892.850374404449,53.45522385091938,56.10733672327864,57.561051656791186,1,-214.52034769492298,77.49512366033925,-2.768178661604111,57.561051656791186
1749,Arsenal,Norwich City,2011,2,1,1892.850374404449,1678.330026709526,56.10733672327864,53.45522385091938,57.561051656791186,-1,214.52034769492298,77.49512366033925,2.768178661604111,-57.561051656791186
1750,Everton,Wolverhampton Wanderers,2011,2,1,1799.2237007328379,1680.549398365255,54.99568022964303,54.62201800535002,57.561051656791186,1,118.67430236758287,77.51186809062166,1.531046861479804,57.561051656791186
1751,Wolverhampton Wanderers,Everton,2011,1,2,1680.549398365255,1799.2237007328379,54.62201800535002,54.99568022964303,57.561051656791186,-1,-118.67430236758287,77.51186809062166,-1.531046861479804,-57.561051656791186
1752,Wigan Athletic,Blackburn Rovers,2011,3,3,1659.9386914437532,1698.2534096583684,54.81044771612449,55.6232484221987,57.561051656791186,1,-38.31471821461514,78.09053043666464,-0.49064487077201135,57.561051656791186
1753,Blackburn Rovers,Wigan Athletic,2011,3,3,1698.2534096583684,1659.9386914437532,55.6232484221987,54.81044771612449,57.561051656791186,-1,38.31471821461514,78.09053043666464,0.49064487077201135,-57.561051656791186
1754,Chelsea,Liverpool,2011,1,2,1934.6899963279675,1858.414529433684,60.740492957916366,57.306670677047414,57.561051656791186,1,76.27546689428345,83.50725710295036,0.9133992606205311,57.561051656791186
1755,Liverpool,Chelsea,2011,2,1,1858.414529433684,1934.6899963279675,57.306670677047414,60.740492957916366,57.561051656791186,-1,-76.27546689428345,83.50725710295036,-0.9133992606205311,-57.561051656791186
1756,Tottenham Hotspur,Aston Villa,2011,2,0,1881.527633140639,1790.2806933438374,54.97848083788508,57.77051257103712,57.561051656791186,1,91.2469397968016,79.75001867060631,1.1441619866407975,57.561051656791186
1757,Aston Villa,Tottenham Hotspur,2011,0,2,1790.2806933438374,1881.527633140639,57.77051257103712,54.97848083788508,57.561051656791186,-1,-91.2469397968016,79.75001867060631,-1.1441619866407975,-57.561051656791186
