,Team,ELO,Year
3370,Burnley,1070.9544428495187,1987
3371,Charlton Athletic,1558.0424358540824,1987
3372,Fulham,1269.1123560984197,1987
3373,Tranmere Rovers,1024.5153130233466,1987
3374,Bolton Wanderers,1170.568978568806,1987
3375,Huddersfield Town,1396.1347798648615,1987
3376,Mansfield Town,1228.4070829613622,1987
3377,Stockport County,1017.074831149556,1987
3378,Leyton Orient,1178.1416497396146,1987
3379,Lincoln City,1053.7454166502928,1987
3380,Liverpool,1871.572681615237,1987
3381,Middlesbrough,1518.2434398717244,1987
3382,Reading,1372.8690979698772,1987
3383,Norwich City,1653.0343111881384,1987
3384,Scunthorpe United,1133.567226959599,1987
3385,Watford,1635.4101993577988,1987
3386,Bristol City,1357.153900795017,1987
3387,Hull City,1520.122674339156,1987
3388,AFC Bournemouth,1398.62503309149,1987
3389,Coventry City,1651.317257699165,1987
3390,Luton Town,1687.4985833589324,1987
3391,Manchester United,1757.4779373463452,1987
3392,Chesterfield,1220.9414251216836,1987
3393,Colchester United,1186.878492027813,1987
3394,Leicester City,1469.0296957474486,1987
3395,Hartlepool United,1096.0620617327409,1987
3396,Newcastle United,1655.4707972752956,1987
3397,Chester,1230.4701173629994,1987
3398,Oldham Athletic,1458.7197428748957,1987
3399,Port Vale,1213.7675736458089,1987
3400,Gillingham,1308.81771621242,1987
3401,Sheffield Wednesday,1659.1508233924349,1987
3402,Preston North End,1196.939498070631,1987
3403,Exeter City,1041.38767584853,1987
3404,Aston Villa,1581.2859463233592,1987
3405,Tottenham Hotspur,1691.3662437400774,1987
3406,Wolverhampton Wanderers,1230.4603114233191,1987
3407,Brentford,1313.9163550110486,1987
3408,Portsmouth,1545.3991506055781,1987
3409,Crystal Palace,1518.883399575774,1987
3410,Sheffield United,1424.601759325065,1987
3411,Queens Park Rangers,1663.559926552703,1987
3412,Gateshead,930.1773544730905,1987
3413,Blackburn Rovers,1513.9642386474643,1987
3414,Darlington,1143.7252914010548,1987
3415,Blackpool,1270.429126101357,1987
3416,West Ham United,1654.0614985683314,1987
3417,Rochdale,1009.744272285751,1987
3418,York City,1145.3551400165368,1987
3419,Workington,853.4661933470969,1987
3420,Bury,1266.7493986935513,1987
3421,Leeds United,1529.7399201681624,1987
3422,Arsenal,1740.3268687229668,1987
3423,Grimsby Town,1276.6438414907936,1987
3424,West Bromwich Albion,1398.577663445798,1987
3425,Nottingham Forest,1782.7913834498056,1987
3426,Barnsley,1485.240840592876,1987
3427,Southend United,1158.325616628657,1987
3428,Everton,1818.2605407586989,1987
3429,Ipswich Town,1530.7005672531827,1987
3430,Accrington Stanley,922.2677552187017,1987
3431,Wrexham,1060.2690694208911,1987
3432,Bradford City,1510.1579293615941,1987
3433,Sunderland,1436.7573844495987,1987
3434,Manchester City,1554.5280852653618,1987
3435,Stoke City,1454.5625713869756,1987
3436,Chelsea,1664.9907160782548,1987
3437,Rotherham United,1256.6603118477867,1987
3438,Doncaster Rovers,1189.8455959801179,1987
3439,Swansea City,1099.9785055714492,1987
3440,Northampton Town,1260.7936343526808,1987
3441,Walsall,1372.2027477863383,1987
3442,Brighton & Hove Albion,1375.7703808017352,1987
3443,Torquay United,1083.706522298844,1987
3444,Aldershot,1200.530958468377,1987
3445,Derby County,1567.6601001145782,1987
3446,Bristol Rovers,1220.438503776152,1987
3447,Shrewsbury Town,1380.573082582709,1987
3448,Crewe Alexandra,1115.0331667976432,1987
3449,Halifax Town,1074.452871299906,1987
3450,Southport,941.3379165462129,1987
3451,Newport County,1019.3596811460017,1987
3452,Southampton,1665.5742277716427,1987
3453,Millwall,1484.1526541097355,1987
3454,Plymouth Argyle,1463.615616041405,1987
3455,Birmingham City,1447.1477170142175,1987
3456,Peterborough United,1073.5896074945308,1987
3457,Oxford United,1580.6094434143008,1987
3458,Cambridge United,1099.2464184756993,1987
3459,Hereford United,1067.1101511086333,1987
3460,Wimbledon,1708.3957953850625,1987
3461,Wigan Athletic,1393.5062495563,1987
3462,Scarborough,1070.905165452707,1987
3463,Maidstone United,1000.0,1987
3464,Barnet,1000.0,1987
3465,Wycombe Wanderers,1000.0,1987
3466,Macclesfield,1000.0,1987
3467,Cheltenham,1000.0,1987
3468,Kidderminster Harriers,1000.0,1987
3469,Rushden & Diamonds,1000.0,1987
3470,Boston United,1000.0,1987
3471,Yeovil,1000.0,1987
3472,Accrington,1000.0,1987
3473,Morecambe,1000.0,1987
3474,Dagenham and Redbridge,1000.0,1987
3475,Burton Albion,1000.0,1987
3476,Stevenage Borough,1000.0,1987
3477,AFC Wimbledon,1000.0,1987
3478,Crawley Town,1000.0,1987
3479,Fleetwood Town,1000.0,1987
3480,Swindon Town,1453.2836704041788,1988
3481,Notts County,1298.846614664986,1988
3482,Carlisle United,1044.06809365249,1988
3483,Bradford Park Avenue,860.2575857829614,1988
3484,Cardiff City,1221.7505272614333,1988
3485,Barrow,1000.7781402842838,1988
3486,Burnley,1090.7634169571738,1988
3487,Charlton Athletic,1592.6305795273697,1988
3488,Fulham,1284.0904251858492,1988
3489,Tranmere Rovers,1134.129430455095,1988
3490,Bolton Wanderers,1202.7136688195083,1988
3491,Huddersfield Town,1290.845010209237,1988
3492,Mansfield Town,1249.45111742968,1988
3493,Stockport County,1077.9931143473868,1988
3494,Leyton Orient,1116.5280049444257,1988
3495,Lincoln City,1082.389245468863,1988
3496,Liverpool,1816.2267200103206,1988
3497,Middlesbrough,1560.0829525440831,1988
3498,Reading,1355.9972920804291,1988
3499,Norwich City,1713.4441496638824,1988
3500,Scunthorpe United,1168.720558307782,1988
3501,Watford,1581.0486338309693,1988
3502,Bristol City,1340.903709025604,1988
3503,Hull City,1429.7047345759665,1988
3504,AFC Bournemouth,1455.8245864157757,1988
3505,Coventry City,1688.204929968649,1988
3506,Luton Town,1671.2964598424965,1988
3507,Manchester United,1767.2208575995087,1988
3508,Chesterfield,1160.152034412159,1988
3509,Colchester United,1018.6053959700367,1988
3510,Leicester City,1510.0815162772683,1988
3511,Hartlepool United,1064.0659166309001,1988
3512,Newcastle United,1642.5454444107022,1988
3513,Chester,1292.7033447708206,1988
3514,Oldham Athletic,1460.4721511008752,1988
3515,Port Vale,1332.649606925629,1988
3516,Gillingham,1219.585108911662,1988
3517,Sheffield Wednesday,1652.2974247681009,1988
3518,Preston North End,1289.8558203855991,1988
3519,Exeter City,1073.3549863905628,1988
3520,Aston Villa,1607.4035961990223,1988
3521,Tottenham Hotspur,1665.0936709607843,1988
3522,Wolverhampton Wanderers,1330.9821788250772,1988
3523,Brentford,1268.5593258981128,1988
3524,Portsmouth,1539.0688825364462,1988
3525,Crystal Palace,1524.316518376033,1988
3526,Sheffield United,1395.7132843645275,1988
3527,Queens Park Rangers,1683.5288883423725,1988
3528,Gateshead,930.1773544730905,1988
3529,Blackburn Rovers,1536.2906541148502,1988
3530,Darlington,1044.1509931986975,1988
3531,Blackpool,1256.9927329001068,1988
3532,West Ham United,1587.3794669525394,1988
3533,Rochdale,1050.872623735443,1988
3534,York City,1108.1696273823368,1988
3535,Workington,853.4661933470969,1988
3536,Bury,1269.7443997800879,1988
3537,Leeds United,1528.32489418494,1988
3538,Arsenal,1780.7785960414412,1988
3539,Grimsby Town,1174.0752731612886,1988
3540,West Bromwich Albion,1513.476119182806,1988
3541,Nottingham Forest,1741.696682920759,1988
3542,Barnsley,1491.8187492661932,1988
3543,Southend United,1217.8783754363162,1988
3544,Everton,1791.3296358023192,1988
3545,Ipswich Town,1475.3751792697135,1988
3546,Accrington Stanley,922.2677552187017,1988
3547,Wrexham,1172.5781060732522,1988
3548,Bradford City,1491.594468634057,1988
3549,Sunderland,1487.9994514523078,1988
3550,Manchester City,1547.14166018909,1988
3551,Stoke City,1505.0003025107876,1988
3552,Chelsea,1618.1342471454132,1988
3553,Rotherham United,1214.3449114413077,1988
3554,Doncaster Rovers,1124.5896052892188,1988
3555,Swansea City,1227.3854298883498,1988
3556,Northampton Town,1220.762754161098,1988
3557,Walsall,1323.2855615385058,1988
3558,Brighton & Hove Albion,1403.9003709651438,1988
3559,Torquay United,1142.1714708077516,1988
3560,Aldershot,1157.9775512219594,1988
3561,Derby County,1620.98644094924,1988
3562,Bristol Rovers,1307.2089775796126,1988
3563,Shrewsbury Town,1426.022863066095,1988
3564,Crewe Alexandra,1130.6058350878347,1988
3565,Halifax Town,1050.5159446162727,1988
3566,Southport,941.3379165462129,1988
3567,Newport County,952.479728775206,1988
3568,Southampton,1664.2025418224687,1988
3569,Millwall,1618.4251201374257,1988
3570,Plymouth Argyle,1439.921424800554,1988
3571,Birmingham City,1365.2975125819676,1988
3572,Peterborough United,1116.8780529167693,1988
3573,Oxford United,1493.1841614748519,1988
3574,Cambridge United,1084.6863910909576,1988
3575,Hereford United,1051.343184305601,1988
3576,Wimbledon,1676.216971078498,1988
3577,Wigan Athletic,1242.098812180244,1988
3578,Scarborough,1127.2275975861346,1988
3579,Maidstone United,1000.0,1988
3580,Barnet,1000.0,1988
3581,Wycombe Wanderers,1000.0,1988
3582,Macclesfield,1000.0,1988
3583,Cheltenham,1000.0,1988
3584,Kidderminster Harriers,1000.0,1988
3585,Rushden & Diamonds,1000.0,1988
3586,Boston United,1000.0,1988
3587,Yeovil,1000.0,1988
3588,Accrington,1000.0,1988
3589,Morecambe,1000.0,1988
3590,Dagenham and Redbridge,1000.0,1988
3591,Burton Albion,1000.0,1988
3592,Stevenage Borough,1000.0,1988
3593,AFC Wimbledon,1000.0,1988
3594,Crawley Town,1000.0,1988
3595,Fleetwood Town,1000.0,1988
3596,Swindon Town,1528.063368930458,1989
3597,Notts County,1376.5288997642308,1989
3598,Carlisle United,1147.939437050629,1989
3599,Bradford Park Avenue,860.2575857829614,1989
3600,Cardiff City,1244.7737011036127,1989
3601,Barrow,1000.7781402842838,1989
3602,Burnley,1088.5792259485656,1989
3603,Charlton Athletic,1589.4689199185864,1989
3604,Fulham,1288.6198329798196,1989
3605,Tranmere Rovers,1237.808773247405,1989
3606,Bolton Wanderers,1303.3772822341293,1989
3607,Huddersfield Town,1299.7228413714463,1989
3608,Mansfield Town,1198.6248438079997,1989
3609,Stockport County,1107.0391026082405,1989
3610,Leyton Orient,1190.8699949657405,1989
3611,Lincoln City,1114.955269835185,1989
3612,Liverpool,1842.9484748047867,1989
3613,Middlesbrough,1502.5466357808154,1989
3614,Reading,1252.8157658510916,1989
3615,Norwich City,1706.740352485384,1989
3616,Scunthorpe United,1157.0452794562646,1989
3617,Watford,1533.635505310638,1989
3618,Bristol City,1322.5555633311353,1989
3619,Hull City,1413.2227656296159,1989
3620,AFC Bournemouth,1434.3021951185533,1989
3621,Coventry City,1682.983308010948,1989
3622,Luton Town,1616.914156340597,1989
3623,Manchester United,1676.9559550862218,1989
3624,Chesterfield,1208.3844775624057,1989
3625,Colchester United,1019.39459158099,1989
3626,Leicester City,1469.951420155034,1989
3627,Hartlepool United,993.0669961580952,1989
3628,Newcastle United,1567.077977010778,1989
3629,Chester,1247.9557131373972,1989
3630,Oldham Athletic,1529.5980683028383,1989
3631,Port Vale,1396.021881578304,1989
3632,Gillingham,1158.9735600945507,1989
3633,Sheffield Wednesday,1629.278016693779,1989
3634,Preston North End,1256.4679448364202,1989
3635,Exeter City,1128.5059111862888,1989
3636,Aston Villa,1677.761813013381,1989
3637,Tottenham Hotspur,1714.917124186892,1989
3638,Wolverhampton Wanderers,1415.6331368879387,1989
3639,Brentford,1231.3773533415022,1989
3640,Portsmouth,1436.5871537091757,1989
3641,Crystal Palace,1613.4429479507555,1989
3642,Sheffield United,1489.439548271296,1989
3643,Queens Park Rangers,1688.0473067284895,1989
3644,Gateshead,930.1773544730905,1989
3645,Blackburn Rovers,1536.746037873792,1989
3646,Darlington,1047.7612317011306,1989
3647,Blackpool,1206.4756999613949,1989
3648,West Ham United,1529.9552375066262,1989
3649,Rochdale,1054.3261791655739,1989
3650,York City,1145.3654962882604,1989
3651,Workington,853.4661933470969,1989
3652,Bury,1262.4837765244577,1989
3653,Leeds United,1576.2171895654062,1989
3654,Arsenal,1789.4603465463172,1989
3655,Grimsby Town,1153.4425027374118,1989
3656,West Bromwich Albion,1464.4295225208816,1989
3657,Nottingham Forest,1741.6711453617393,1989
3658,Barnsley,1464.8483254179835,1989
3659,Southend United,1202.7731598603075,1989
3660,Everton,1712.4942895633262,1989
3661,Ipswich Town,1556.1745611854928,1989
3662,Accrington Stanley,922.2677552187017,1989
3663,Wrexham,1057.1087000513708,1989
3664,Bradford City,1447.9094215761377,1989
3665,Sunderland,1531.6846439631504,1989
3666,Manchester City,1582.7095255462984,1989
3667,Stoke City,1410.3435099367632,1989
3668,Chelsea,1703.5881980819602,1989
3669,Rotherham United,1266.2186613844472,1989
3670,Doncaster Rovers,1047.8918292545766,1989
3671,Swansea City,1222.9801044604915,1989
3672,Northampton Town,1252.03082627942,1989
3673,Walsall,1259.5180399981716,1989
3674,Brighton & Hove Albion,1407.1214216581332,1989
3675,Torquay United,1073.325956713378,1989
3676,Aldershot,1134.7344377702805,1989
3677,Derby County,1670.0703567677338,1989
3678,Bristol Rovers,1361.7530913893413,1989
3679,Shrewsbury Town,1347.2126727640268,1989
3680,Crewe Alexandra,1177.5227080205266,1989
3681,Halifax Town,1023.3283392901066,1989
3682,Southport,941.3379165462129,1989
3683,Newport County,952.479728775206,1989
3684,Southampton,1684.259170887631,1989
3685,Millwall,1607.3665208325988,1989
3686,Plymouth Argyle,1413.0021165694882,1989
3687,Birmingham City,1330.6967800767882,1989
3688,Peterborough United,1109.3389565737484,1989
3689,Oxford United,1459.8817852368743,1989
3690,Cambridge United,1118.655092399514,1989
3691,Hereford United,1089.1665661535012,1989
3692,Wimbledon,1675.202875255695,1989
3693,Wigan Athletic,1262.1655228599925,1989
3694,Scarborough,1074.1125204950467,1989
3695,Maidstone United,1062.78987818674,1989
3696,Barnet,1000.0,1989
3697,Wycombe Wanderers,1000.0,1989
3698,Macclesfield,1000.0,1989
3699,Cheltenham,1000.0,1989
3700,Kidderminster Harriers,1000.0,1989
3701,Rushden & Diamonds,1000.0,1989
3702,Boston United,1000.0,1989
3703,Yeovil,1000.0,1989
3704,Accrington,1000.0,1989
3705,Morecambe,1000.0,1989
3706,Dagenham and Redbridge,1000.0,1989
3707,Burton Albion,1000.0,1989
3708,Stevenage Borough,1000.0,1989
3709,AFC Wimbledon,1000.0,1989
3710,Crawley Town,1000.0,1989
3711,Fleetwood Town,1000.0,1989
3712,Swindon Town,1497.8955812591514,1990
3713,Notts County,1471.3268451113304,1990
3714,Carlisle United,1092.8152793207696,1990
3715,Bradford Park Avenue,860.2575857829614,1990
3716,Cardiff City,1169.5060762928063,1990
3717,Barrow,1000.7781402842838,1990
3718,Burnley,1102.7855619735674,1990
3719,Charlton Athletic,1508.193996852166,1990
3720,Fulham,1204.1013137999828,1990
3721,Tranmere Rovers,1287.8861583951984,1990
3722,Bolton Wanderers,1314.9674857194811,1990
3723,Huddersfield Town,1262.7430240384203,1990
3724,Mansfield Town,1189.600054734757,1990
3725,Stockport County,1161.2815680282797,1990
3726,Leyton Orient,1278.6181736255219,1990
3727,Lincoln City,1055.4252352388855,1990
3728,Liverpool,1882.7234992076044,1990
3729,Middlesbrough,1507.4383107392955,1990
3730,Reading,1282.465290505828,1990
3731,Norwich City,1669.663384429727,1990
3732,Scunthorpe United,1130.6799942747823,1990
3733,Watford,1450.5672997633224,1990
3734,Bristol City,1438.0531420957263,1990
3735,Hull City,1418.6878081910654,1990
3736,AFC Bournemouth,1355.1181405237826,1990
3737,Coventry City,1630.0317584419863,1990
3738,Luton Town,1630.2466461304841,1990
3739,Manchester United,1702.6657209535167,1990
3740,Chesterfield,1094.8403913647674,1990
3741,Colchester United,1021.6428370884589,1990
3742,Leicester City,1445.7763114479476,1990
3743,Hartlepool United,1115.2955452118742,1990
3744,Newcastle United,1512.8276870682757,1990
3745,Chester,1210.1964076902518,1990
3746,Oldham Athletic,1569.6628017003375,1990
3747,Port Vale,1447.6328360157195,1990
3748,Gillingham,1116.747094696161,1990
3749,Sheffield Wednesday,1621.9644421151197,1990
3750,Preston North End,1240.6235005750952,1990
3751,Exeter City,1193.421674323755,1990
3752,Aston Villa,1677.9995596444144,1990
3753,Tottenham Hotspur,1730.5676233890179,1990
3754,Wolverhampton Wanderers,1499.7663088044114,1990
3755,Brentford,1311.3167788919893,1990
3756,Portsmouth,1441.1286089951504,1990
3757,Crystal Palace,1730.68849855415,1990
3758,Sheffield United,1507.71322142588,1990
3759,Queens Park Rangers,1627.6158225662014,1990
3760,Gateshead,930.1773544730905,1990
3761,Blackburn Rovers,1465.982517159482,1990
3762,Darlington,1111.3511322777802,1990
3763,Blackpool,1132.4143595001333,1990
3764,West Ham United,1618.941654849789,1990
3765,Rochdale,1104.3605142480449,1990
3766,York City,1092.4483946262662,1990
3767,Workington,853.4661933470969,1990
3768,Bury,1313.2637386853519,1990
3769,Leeds United,1674.1911594459973,1990
3770,Arsenal,1820.3735801124867,1990
3771,Grimsby Town,1279.4753620614822,1990
3772,West Bromwich Albion,1438.8945734481906,1990
3773,Nottingham Forest,1688.3832557780677,1990
3774,Barnsley,1502.1981430444066,1990
3775,Southend United,1291.9523649668959,1990
3776,Everton,1672.338960659453,1990
3777,Ipswich Town,1494.1130067346214,1990
3778,Accrington Stanley,922.2677552187017,1990
3779,Wrexham,1035.8456860904405,1990
3780,Bradford City,1333.9045941644354,1990
3781,Sunderland,1520.037361811331,1990
3782,Manchester City,1674.9496000497095,1990
3783,Stoke City,1353.2272725560008,1990
3784,Chelsea,1712.1035905102246,1990
3785,Rotherham United,1175.161138198258,1990
3786,Doncaster Rovers,1112.698338953288,1990
3787,Swansea City,1239.6722400282777,1990
3788,Northampton Town,1201.8599284444922,1990
3789,Walsall,1185.9386770744866,1990
3790,Brighton & Hove Albion,1453.5305626687477,1990
3791,Torquay United,1133.1346692541413,1990
3792,Aldershot,1048.151685309271,1990
3793,Derby County,1606.5221847239955,1990
3794,Bristol Rovers,1459.2865333483749,1990
3795,Shrewsbury Town,1250.7776232049694,1990
3796,Crewe Alexandra,1213.67472565041,1990
3797,Halifax Town,1008.3549649865228,1990
3798,Southport,941.3379165462129,1990
3799,Newport County,952.479728775206,1990
3800,Southampton,1650.2919906247746,1990
3801,Millwall,1504.3366107434888,1990
3802,Plymouth Argyle,1418.296803402395,1990
3803,Birmingham City,1272.367825324352,1990
3804,Peterborough United,1136.0593432769513,1990
3805,Oxford United,1430.939982150786,1990
3806,Cambridge United,1235.7704159745374,1990
3807,Hereford United,1075.3631290788371,1990
3808,Wimbledon,1694.5661352808233,1990
3809,Wigan Athletic,1227.8428768713127,1990
3810,Scarborough,1082.2317464474647,1990
3811,Maidstone United,1078.7390705544803,1990
3812,Barnet,1000.0,1990
3813,Wycombe Wanderers,1000.0,1990
3814,Macclesfield,1000.0,1990
3815,Cheltenham,1000.0,1990
3816,Kidderminster Harriers,1000.0,1990
3817,Rushden & Diamonds,1000.0,1990
3818,Boston United,1000.0,1990
3819,Yeovil,1000.0,1990
3820,Accrington,1000.0,1990
3821,Morecambe,1000.0,1990
3822,Dagenham and Redbridge,1000.0,1990
3823,Burton Albion,1000.0,1990
3824,Stevenage Borough,1000.0,1990
3825,AFC Wimbledon,1000.0,1990
3826,Crawley Town,1000.0,1990
3827,Fleetwood Town,1000.0,1990
3828,Swindon Town,1471.8511975248648,1991
3829,Notts County,1558.115333425457,1991
3830,Carlisle United,1035.9984103063084,1991
3831,Bradford Park Avenue,860.2575857829614,1991
3832,Cardiff City,1141.8035929175878,1991
3833,Barrow,1000.7781402842838,1991
3834,Burnley,1186.650045332924,1991
3835,Charlton Athletic,1488.2644176963197,1991
3836,Fulham,1212.0701548175236,1991
3837,Tranmere Rovers,1401.2967713468415,1991
3838,Bolton Wanderers,1333.874669444851,1991
3839,Huddersfield Town,1332.8826145120538,1991
3840,Mansfield Town,1200.6765099535342,1991
3841,Stockport County,1235.8204474711488,1991
3842,Leyton Orient,1277.5552948215268,1991
3843,Lincoln City,1074.9016925164444,1991
3844,Liverpool,1798.7734602314692,1991
3845,Middlesbrough,1497.9135708003657,1991
3846,Reading,1237.8860424263114,1991
3847,Norwich City,1638.6179574999408,1991
3848,Scunthorpe United,1179.9968200498167,1991
3849,Watford,1445.6967989665382,1991
3850,Bristol City,1444.2110792875235,1991
3851,Hull City,1316.0527491947346,1991
3852,AFC Bournemouth,1309.693417626664,1991
3853,Coventry City,1634.6691099489728,1991
3854,Luton Town,1577.1169186705085,1991
3855,Manchester United,1796.6643181519376,1991
3856,Chesterfield,1120.8609715832367,1991
3857,Colchester United,1021.6428370884589,1991
3858,Leicester City,1465.9548869326961,1991
3859,Hartlepool United,1239.117662960072,1991
3860,Newcastle United,1446.5382232024897,1991
3861,Chester,1168.2626659141595,1991
3862,Oldham Athletic,1593.8302186882083,1991
3863,Port Vale,1443.232179240121,1991
3864,Gillingham,1062.069822919641,1991
3865,Sheffield Wednesday,1679.8671875285024,1991
3866,Preston North End,1234.5926014956083,1991
3867,Exeter City,1231.700739164382,1991
3868,Aston Villa,1676.2147150814305,1991
3869,Tottenham Hotspur,1676.224588451601,1991
3870,Wolverhampton Wanderers,1429.3027229726827,1991
3871,Brentford,1346.2939149150768,1991
3872,Portsmouth,1493.7829814422296,1991
3873,Crystal Palace,1706.1996763768627,1991
3874,Sheffield United,1584.796674927451,1991
3875,Queens Park Rangers,1656.8097800603878,1991
3876,Gateshead,930.1773544730905,1991
3877,Blackburn Rovers,1511.970252973502,1991
3878,Darlington,1169.3688931790605,1991
3879,Blackpool,1184.9919169750897,1991
3880,West Ham United,1576.3786089838097,1991
3881,Rochdale,1155.126937784142,1991
3882,York City,1023.3653469032614,1991
3883,Workington,853.4661933470969,1991
3884,Bury,1247.538434735067,1991
3885,Leeds United,1751.5829179026614,1991
3886,Arsenal,1784.6338283390503,1991
3887,Grimsby Town,1357.5111897058512,1991
3888,West Bromwich Albion,1421.6501973378392,1991
3889,Nottingham Forest,1687.7451072299204,1991
3890,Barnsley,1452.0417696322204,1991
3891,Southend United,1403.0406183957543,1991
3892,Everton,1685.0128481200659,1991
3893,Ipswich Town,1501.683030644003,1991
3894,Accrington Stanley,922.2677552187017,1991
3895,Wrexham,1001.09418075765,1991
3896,Bradford City,1263.1588460921073,1991
3897,Sunderland,1471.441383945263,1991
3898,Manchester City,1730.137124035574,1991
3899,Stoke City,1303.2226486249792,1991
3900,Chelsea,1646.530527107219,1991
3901,Rotherham United,1203.9860115447514,1991
3902,Doncaster Rovers,991.7133646611401,1991
3903,Swansea City,1198.8955486207205,1991
3904,Northampton Town,1094.4672522296903,1991
3905,Walsall,1096.0986351401139,1991
3906,Brighton & Hove Albion,1400.9110935929154,1991
3907,Torquay United,1136.9953717289354,1991
3908,Aldershot,994.3127470585791,1991
3909,Derby County,1523.176149699042,1991
3910,Bristol Rovers,1423.9146338477663,1991
3911,Shrewsbury Town,1239.661524475282,1991
3912,Crewe Alexandra,1176.5540137371593,1991
3913,Halifax Town,1019.8495920298195,1991
3914,Southport,941.3379165462129,1991
3915,Newport County,952.479728775206,1991
3916,Southampton,1609.819001415352,1991
3917,Millwall,1501.5155921340106,1991
3918,Plymouth Argyle,1420.8669209883283,1991
3919,Birmingham City,1324.5831763232065,1991
3920,Peterborough United,1227.88385917606,1991
3921,Oxford United,1402.9224985148026,1991
3922,Cambridge United,1424.2152362405852,1991
3923,Hereford United,1055.7070793172231,1991
3924,Wimbledon,1668.5664792955067,1991
3925,Wigan Athletic,1228.036847173052,1991
3926,Scarborough,1123.6081271736507,1991
3927,Maidstone United,1031.3394394946085,1991
3928,Barnet,1084.0600746685866,1991
3929,Wycombe Wanderers,1000.0,1991
3930,Macclesfield,1000.0,1991
3931,Cheltenham,1000.0,1991
3932,Kidderminster Harriers,1000.0,1991
3933,Rushden & Diamonds,1000.0,1991
3934,Boston United,1000.0,1991
3935,Yeovil,1000.0,1991
3936,Accrington,1000.0,1991
3937,Morecambe,1000.0,1991
3938,Dagenham and Redbridge,1000.0,1991
3939,Burton Albion,1000.0,1991
3940,Stevenage Borough,1000.0,1991
3941,AFC Wimbledon,1000.0,1991
3942,Crawley Town,1000.0,1991
3943,Fleetwood Town,1000.0,1991
3944,Swindon Town,1477.8877863056573,1992
3945,Notts County,1451.3219017052736,1992
3946,Carlisle United,1009.2557138928274,1992
3947,Bradford Park Avenue,860.2575857829614,1992
3948,Cardiff City,1131.4912350964337,1992
3949,Barrow,1000.7781402842838,1992
3950,Burnley,1249.3984530746889,1992
3951,Charlton Athletic,1468.9405296697498,1992
3952,Fulham,1274.7611053364951,1992
3953,Tranmere Rovers,1478.0373729185674,1992
3954,Bolton Wanderers,1309.045829838556,1992
3955,Huddersfield Town,1231.0933275765165,1992
3956,Mansfield Town,1159.6098222137373,1992
3957,Stockport County,1307.6583488805097,1992
3958,Leyton Orient,1282.0904279716865,1992
3959,Lincoln City,1164.444657463959,1992
3960,Liverpool,1712.1592795271322,1992
3961,Middlesbrough,1575.5637688749778,1992
3962,Reading,1242.2731681691055,1992
3963,Norwich City,1669.9419801147292,1992
3964,Scunthorpe United,1136.86661399269,1992
3965,Watford,1461.104744285976,1992
3966,Bristol City,1407.3916391230807,1992
3967,Hull City,1259.097056943661,1992
3968,AFC Bournemouth,1282.351749279848,1992
3969,Coventry City,1638.837901663472,1992
3970,Luton Town,1497.3040184150448,1992
3971,Manchester United,1763.6634286598965,1992
3972,Chesterfield,1090.72545684009,1992
3973,Colchester United,1039.7049005151184,1992
3974,Leicester City,1480.5035708675098,1992
3975,Hartlepool United,1293.8670637011883,1992
3976,Newcastle United,1523.4070572120118,1992
3977,Chester,1183.7699902817226,1992
3978,Oldham Athletic,1599.1577966842804,1992
3979,Port Vale,1371.7159474176271,1992
3980,Gillingham,1027.5061865231035,1992
3981,Sheffield Wednesday,1691.0823447799241,1992
3982,Preston North End,1214.9383514075153,1992
3983,Exeter City,1220.5353558216582,1992
3984,Aston Villa,1714.7629930949706,1992
3985,Tottenham Hotspur,1653.7796898488734,1992
3986,Wolverhampton Wanderers,1454.9914494032055,1992
3987,Brentford,1405.9086622282318,1992
3988,Portsmouth,1498.9063369726475,1992
3989,Crystal Palace,1674.4636675847635,1992
3990,Sheffield United,1628.781426778479,1992
3991,Queens Park Rangers,1677.5602294423416,1992
3992,Gateshead,930.1773544730905,1992
3993,Blackburn Rovers,1592.688143909166,1992
3994,Darlington,1108.0088218676947,1992
3995,Blackpool,1172.1593224832225,1992
3996,West Ham United,1548.1979577269913,1992
3997,Rochdale,1139.603156386021,1992
3998,York City,1108.6029213328284,1992
3999,Workington,853.4661933470969,1992
4000,Bury,1157.2975284732852,1992
4001,Leeds United,1694.8428343757191,1992
4002,Arsenal,1738.8342375171403,1992
4003,Grimsby Town,1395.8489734067023,1992
4004,West Bromwich Albion,1343.3028589557057,1992
4005,Nottingham Forest,1612.6685161665623,1992
4006,Barnsley,1449.1724693596766,1992
4007,Southend United,1368.348397161515,1992
4008,Everton,1622.462401354978,1992
4009,Ipswich Town,1641.1158890769163,1992
4010,Accrington Stanley,922.2677552187017,1992
4011,Wrexham,1104.936718005415,1992
4012,Bradford City,1300.8888144446894,1992
4013,Sunderland,1430.8050652866655,1992
4014,Manchester City,1698.3517615325547,1992
4015,Stoke City,1397.3869510070444,1992
4016,Chelsea,1689.8959569342856,1992
4017,Rotherham United,1283.6925799951307,1992
4018,Doncaster Rovers,1039.3982475217422,1992
4019,Swansea City,1245.5782452855735,1992
4020,Northampton Town,1022.4313887069978,1992
4021,Walsall,1118.3540708289806,1992
4022,Brighton & Hove Albion,1363.2634950213749,1992
4023,Torquay United,1087.0227017186235,1992
4024,Aldershot,994.3127470585791,1992
4025,Derby County,1504.5963606646635,1992
